"Species";"NFC";"Legume";"Order";"Family";"Data_fixing";"Source";"Source2";"Data_corrected";"Species_corrected";"Analysed_Werner_etal."
"Hymenolobium petraeum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Indigofera suffruticosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Analysed"
"Lecointea amazonica";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Analysed"
"Lonchocarpus heptaphyllus";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Analysed"
"Machaerium ferox";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Machaerium inundatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Machaerium latifolium";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Machaerium lunatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Analysed"
"Machaerium quinata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Mucuna urens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Ormosia coarctata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Ormosia excelsa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Ormosia holerythra";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Ormosia nobilis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Ormosia paraensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Platymiscium paraense";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Platymiscium trinitatis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Platymiscium pinnatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Analysed"
"Poecilanthe amazonica";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Pterocarpus amazonum";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Pterocarpus santalinoides";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Rhynchosia minima";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"Data_corrected";"No_correction";"Analysed"
"Sesbania exasperata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Sesbania virgata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Swartzia corrugata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Swartzia grandifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Analysed"
"Swartzia guianensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Analysed"
"Swartzia laevicarpa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Analysed"
"Swartzia leptopetala";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Analysed"
"Swartzia oriximinaensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Swartzia polyphylla";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Analysed"
"Taralea cordata";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Taralea oppositifolia";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Analysed"
"Tephrosia nitens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Trischidium viridiflora";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Vatairea guianensis";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Vigna lasiocarpa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"De_Faria_2010";"No_correction";"No_correction";"Not_analysed"
"Dicorynia guianensis";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"Roggy_1999";"Data_corrected";"No_correction";"Analysed"
"Crudia bracteata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Roggy_1999";"No_correction";"No_correction";"Analysed"
"Sclerolobium melinonii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Roggy_1999";"No_correction";"No_correction";"Not_analysed"
"Swartzia arborescens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Roggy_1999";"No_correction";"No_correction";"Analysed"
"Swartzia panacoco";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Roggy_1999";"No_correction";"No_correction";"Analysed"
"Abarema mataybifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Roggy_1999";"No_correction";"No_correction";"Not_analysed"
"Inga fanchoniana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Roggy_1999";"No_correction";"No_correction";"Not_analysed"
"Inga gracilifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Roggy_1999";"No_correction";"No_correction";"Not_analysed"
"Inga leiocalycina";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Roggy_1999";"No_correction";"No_correction";"Analysed"
"Inga marginata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Roggy_1999";"No_correction";"No_correction";"Analysed"
"Stryphnodendron polystachyum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Roggy_1999";"No_correction";"No_correction";"Analysed"
"Alexa wachenheimii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Roggy_1999";"No_correction";"No_correction";"Not_analysed"
"Andira coriacea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Roggy_1999";"No_correction";"No_correction";"Not_analysed"
"Ormosia melanocarpa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Roggy_1999";"No_correction";"No_correction";"Not_analysed"
"Paramachaerium ormosioides";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Roggy_1999";"No_correction";"No_correction";"Not_analysed"
"Poecilanthe hostmannii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Roggy_1999";"No_correction";"No_correction";"Not_analysed"
"Crudia aromatica";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"Roggy_1999";"No_correction";"No_correction";"Not_analysed"
"Inga acrocephala";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Roggy_1999";"No_correction";"No_correction";"Analysed"
"Inga huberi";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Roggy_1999";"No_correction";"No_correction";"Analysed"
"Inga jenmanii";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"Roggy_1999";"No_correction";"No_correction";"Not_analysed"
"Mimosa tenuiflora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Freitas_2010";"No_correction";"No_correction";"Analysed"
"Piptadenia stipulacea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Freitas_2010";"No_correction";"No_correction";"Analysed"
"Mimosa paraibana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Freitas_2010";"No_correction";"No_correction";"Not_analysed"
"Mimosa arenosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Freitas_2010";"No_correction";"No_correction";"Not_analysed"
"Anadenanthera colubrina";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Freitas_2010";"No_correction";"No_correction";"Analysed"
"Pithecellobium roseum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Freitas_2010";"No_correction";"No_correction";"Not_analysed"
"Vachellia caven";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Frioni_2001";"No_correction";"No_correction";"Not_analysed"
"Senegalia praecox";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"Frioni_2001";"No_correction";"No_correction";"Not_analysed"
"Inga uraguensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Frioni_2001";"No_correction";"No_correction";"Not_analysed"
"Calliandra tweediei";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Frioni_2001";"No_correction";"No_correction";"Not_analysed"
"Enterolobium contortisiliquum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Frioni_2001";"No_correction";"No_correction";"Analysed"
"Parapiptadenia rigida";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Frioni_2001";"No_correction";"No_correction";"Analysed"
"Prosopis nigra";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Frioni_2001";"No_correction";"No_correction";"Analysed"
"Prosopis affinis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Frioni_2001";"No_correction";"No_correction";"Not_analysed"
"Lonchocarpus nitidus";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Frioni_2001";"No_correction";"No_correction";"Not_analysed"
"Erythrina crista-galli";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Frioni_2001";"No_correction";"No_correction";"Not_analysed"
"Bauhinia forficata";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"Frioni_2001";"No_correction";"No_correction";"Analysed"
"Gleditsia amorphoides";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"Frioni_2001";"No_correction";"No_correction";"Analysed"
"Parkinsonia aculeata";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"Frioni_2001";"No_correction";"No_correction";"Analysed"
"Senna corymbosa";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"Frioni_2001";"No_correction";"No_correction";"Not_analysed"
"Peltophorum dubium";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"Frioni_2001";"No_correction";"No_correction";"Analysed"
"Hymenaea reticulata";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Tachigali myrmecophila";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"No_correction";"Analysed"
"Macrolobium limbatum";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Macrolobium microcalyx";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Macrolobium prancei";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Dimorphandra coccinea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Sclerolobium chrysophyllum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Vouacapoua pallidior";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Bauhinia alata";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Bauhinia outimouta";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Andira micrantha";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"No_correction";"Analysed"
"Andira parviflora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"No_correction";"Analysed"
"Dalbergia horrida";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"Species_name_corrected";"Not_analysed"
"Deguelia amazonica";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Deguelia scandens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Hymenolobium heterocarpum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Machaerium froesii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Machaerium hoehneanum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Machaerium madeirense";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Machaerium multifoliolatum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Clitoria javitensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Swartzia ulei";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Senegalia multipinnata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Stryphnodendron guianense";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"No_correction";"Analysed"
"Stryphnodendron pulcherrimum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"No_correction";"Analysed"
"Mimosa guilandinae";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Inga lateriflora";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Parkia panurensis";"Yes";"Yes";"Fabales";"Fabaceae";"No";"Manual";"Gehring_2003";"No_correction";"No_correction";"Not_analysed"
"Jacqueshuberia brevipes";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Manual";"Sprent_personal_comm";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista absus";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista biensis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista calycioides";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista ciliolata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista conferta";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista coradinii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista diphylla";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Chamaecrista cytisoides";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista decumbens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista dentata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista duartei";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista ensiformis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista fagonioides";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista falcinella";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista fasciculata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Chamaecrista fenarolii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista geminata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista gracilior";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista hispidula";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista hirsuta";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista isidorea";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista kunthiana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista leschenaultiana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"Species_name_corrected";"Not_analysed"
"Chamaecrista neesiana";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista nomame";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"Species_name_corrected";"Not_analysed"
"Chamaecrista orbiculata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista parva";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista polytricha";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista pumila";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista quarrei";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista stricta";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista ramosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista repens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista rotundifolia";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista serpens";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista glandulosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Chamaecrista wittei";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Dimorphandra conjugata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Dimorphandra caudata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Dimorphandra davisii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Dimorphandra exaltata";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Dimorphandra jorgei";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Dimorphandra mollis";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Dimorphandra vernicosa";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Dimorphandra wilsonii";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Erythrophleum africanum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Melanoxylon brauna";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Analysed"
"Moldenhawera floribunda";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Sclerolobium albiflorum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
"Sclerolobium aureum";"Yes";"Yes";"Fabales";"Fabaceae";"Yes";"Sprent2009";"Appendices";"No_correction";"No_correction";"Not_analysed"
